id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID096461,12.956455,77.5769817,"Kondajji Basappa Road, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL40537,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-07 21:57:46+00:00,,2024-04-07 22:08:24.384447+00,FKDEV00577,FKUSR00388,28.0,City Market,False,BTP118 - Basappa Circle,,,,,,
FKID096462,12.9930107,77.553448,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82271,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-04-07 22:02:46+00:00,,2024-04-07 22:08:30.936241+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,,,,
FKID096464,12.8874633,77.6407467,"Hosur Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL82273,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-07 20:50:46+00:00,,2024-04-07 20:58:55.919375+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096466,12.8874017,77.6407833,"Hosur Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL82275,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-07 20:50:46+00:00,,2024-04-07 20:58:57.027539+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096467,12.9736622,77.6148475,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0893,MAXI-CAB,,"[""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]","[112,113,107,104,111]",2024-04-07 23:01:46+00:00,,2024-04-07 23:10:27.218888+00,FKDEV01218,FKUSR01165,17.0,Halasur,False,No Junction,,,,,,
FKID096468,12.9767671,77.5786332,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82276,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:37:46+00:00,,2024-04-08 00:05:49.250814+00,FKDEV00319,FKUSR00318,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID096470,12.8873967,77.6407983,"Hosur Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL7607,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 20:50:46+00:00,,2024-04-07 20:58:57.9207+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096472,12.9734987,77.6153835,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL68686,PASSENGER AUTO,,"[""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING""]","[112,113,111,107,104]",2024-04-07 23:05:46+00:00,,2024-04-07 23:10:28.147084+00,FKDEV01218,FKUSR01165,17.0,Halasur,False,No Junction,,,,,,
FKID096474,12.88728,77.6407767,"Hosur Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL82279,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 20:51:46+00:00,,2024-04-07 20:58:58.498539+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096475,12.9733482,77.617232,"Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL82280,PASSENGER AUTO,,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING""]","[113,112,111,107,104]",2024-04-07 23:05:46+00:00,,2024-04-07 23:10:29.503609+00,FKDEV01218,FKUSR01165,17.0,Halasur,False,No Junction,,,,,,
FKID096476,12.9847208,77.5536703,"Old Mysore Road, Bhashyam Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82281,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 22:55:46+00:00,,2024-04-08 00:05:50.594447+00,FKDEV00603,FKUSR00585,6.0,Rajajinagar,False,BTP061 - Bhashyam Circle,,,,,,
FKID096477,12.8870483,77.6409167,"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL7605,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 20:51:46+00:00,,2024-04-07 20:58:59.135949+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096478,12.9767671,77.5786332,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL47376,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 00:04:46+00:00,,2024-04-08 00:05:51.19828+00,FKDEV00319,FKUSR00318,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID096479,13.0081843,77.6953716,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82282,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:57:46+00:00,,2024-04-07 23:10:45.608663+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096481,12.8869733,77.6409617,"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL82284,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 20:51:46+00:00,,2024-04-07 20:59:00.144006+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096495,12.8869383,77.6410433,"Hosur Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL7612,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 20:51:46+00:00,,2024-04-07 20:59:00.673476+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096496,13.0081503,77.6949949,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL23776,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-07 20:25:46+00:00,,2024-04-07 20:59:02.007024+00,FKDEV00143,FKUSR00143,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096497,12.9447302,77.5710668,"Sri DV Gundappa Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL82295,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 21:48:46+00:00,,2024-04-07 23:11:04.818481+00,FKDEV01960,FKUSR01826,7.0,Basavanagudi,False,BTP108 - Tagore Park Junction,,,,,,
FKID096502,12.9930582,77.553368,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL18287,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 22:02:46+00:00,,2024-04-07 22:08:47.811345+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,,,,
FKID096503,12.9440081,77.5710797,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL82298,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 21:51:46+00:00,,2024-04-07 23:11:08.926565+00,FKDEV01960,FKUSR01826,7.0,Basavanagudi,False,BTP108 - Tagore Park Junction,,,,,,
FKID096509,12.9448311,77.5719838,"Gandhi Bazar Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL82303,CAR,,"[""NO PARKING""]",[113],2024-04-07 20:53:46+00:00,,2024-04-07 20:59:26.549287+00,FKDEV01339,FKUSR01274,7.0,Basavanagudi,False,BTP108 - Tagore Park Junction,,,,,,
FKID096537,12.8845656,77.6419843,"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL82321,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 20:58:46+00:00,,2024-04-07 21:01:09.729445+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096540,12.9930378,77.5533342,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82324,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-04-07 22:02:46+00:00,,2024-04-07 22:09:05.551519+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,,,,
FKID096541,12.88455,77.642065,"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL82325,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 20:56:46+00:00,,2024-04-07 21:00:31.986876+00,FKDEV00121,FKUSR00122,44.0,Hulimavu,False,No Junction,,,,,,
FKID096542,12.9770693,77.5768397,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82326,CAR,,"[""NO PARKING""]",[113],2024-04-08 01:01:46+00:00,,2024-04-08 01:06:56.554133+00,FKDEV00267,FKUSR00266,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID096543,12.9766417,77.57735,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82327,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 01:01:46+00:00,,2024-04-08 01:06:57.922433+00,FKDEV00267,FKUSR00266,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID096545,13.0081022,77.6953683,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82329,MOTOR CYCLE,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:56:46+00:00,,2024-04-07 23:11:23.386335+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096546,13.0080539,77.6954162,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82330,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:56:46+00:00,,2024-04-07 23:12:17.880253+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096548,12.9758933,77.5763683,"6th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82332,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 00:21:46+00:00,,2024-04-08 01:06:53.937826+00,FKDEV00267,FKUSR00266,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID096549,12.9765779,77.5773391,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82333,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 01:01:46+00:00,,2024-04-08 01:06:59.761092+00,FKDEV00267,FKUSR00266,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID096550,13.0081022,77.6953683,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82334,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:56:46+00:00,,2024-04-07 23:11:47.881996+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096552,12.9764397,77.5765135,"6th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL55522,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 00:22:46+00:00,,2024-04-08 01:06:55.309898+00,FKDEV00267,FKUSR00266,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID096566,12.9930378,77.5533342,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL9608,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 22:03:46+00:00,,2024-04-07 22:09:22.304296+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,,,,
FKID096567,13.0080539,77.6954162,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82349,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:56:46+00:00,,2024-04-07 23:12:41.22459+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096575,12.9564538,77.5766939,"Kondajji Basappa Road, Parvatipuram, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL82357,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-07 21:57:46+00:00,,2024-04-07 22:09:46.90666+00,FKDEV00577,FKUSR00388,28.0,City Market,False,BTP118 - Basappa Circle,,,,,,
FKID096582,13.0081484,77.6954539,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82363,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:56:46+00:00,,2024-04-07 23:13:08.722547+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096583,12.9844996,77.5540259,"Old Mysore Road, Bhashyam Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL61788,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 22:55:46+00:00,,2024-04-08 00:06:43.009958+00,FKDEV00603,FKUSR00585,6.0,Rajajinagar,False,BTP061 - Bhashyam Circle,,,,,,
FKID096586,12.9994912,77.5496677,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82366,SCOOTER,,"[""NO PARKING""]",[113],2024-04-07 23:06:46+00:00,,2024-04-07 23:14:13.13239+00,FKDEV00335,FKUSR00334,6.0,Rajajinagar,False,BTP027 - Modi Bridge Junction,,,,,,
FKID096587,12.9997246,77.5496295,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82367,MOTOR CYCLE,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2024-04-07 23:06:46+00:00,,2024-04-07 23:14:13.892392+00,FKDEV00335,FKUSR00334,6.0,Rajajinagar,False,BTP027 - Modi Bridge Junction,,,,,,
FKID096588,13.0081484,77.6954539,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82368,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:56:46+00:00,,2024-04-07 23:14:39.450122+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096591,12.9997246,77.5496295,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82371,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-07 23:07:46+00:00,,2024-04-07 23:14:15.6538+00,FKDEV00335,FKUSR00334,6.0,Rajajinagar,False,BTP027 - Modi Bridge Junction,,,,,,
FKID096604,13.0710921,77.5880451,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL82383,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 03:14:46+00:00,,2024-04-08 03:17:36.636368+00,FKDEV00021,FKUSR00021,,Kodigehalli,False,No Junction,,,,,,
FKID096615,13.0084778,77.6957184,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82394,MOTOR CYCLE,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:55:46+00:00,,2024-04-07 23:15:06.651569+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096616,12.9993846,77.5494513,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82395,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-07 23:06:46+00:00,,2024-04-07 23:15:29.397271+00,FKDEV00335,FKUSR00334,6.0,Rajajinagar,False,BTP027 - Modi Bridge Junction,,,,,,
FKID096620,12.9993846,77.5494513,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82399,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-07 23:13:46+00:00,,2024-04-07 23:15:30.131912+00,FKDEV00335,FKUSR00334,6.0,Rajajinagar,False,BTP027 - Modi Bridge Junction,,,,,,
FKID096622,12.9993846,77.5494513,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82401,SCOOTER,,"[""NO PARKING""]",[113],2024-04-07 23:13:46+00:00,,2024-04-07 23:15:31.388094+00,FKDEV00335,FKUSR00334,6.0,Rajajinagar,False,BTP027 - Modi Bridge Junction,,,,,,
FKID096623,12.9784634,77.5751824,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82402,MOPED,,"[""WRONG PARKING""]",[112],2024-04-08 02:34:46+00:00,,2024-04-08 02:46:54.548939+00,FKDEV00599,FKUSR00299,3.0,Upparpet,False,BTP057 - Anand Rao Junction,,,,,,
FKID096624,13.0077821,77.5485977,"Da Ra Bendre Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL82403,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-07 20:58:46+00:00,,2024-04-07 21:03:36.235556+00,FKDEV00342,FKUSR00105,6.0,Rajajinagar,False,BTP023 - Mahalaxmi Layout Entrance,,,,,,
FKID096625,13.0084778,77.6957184,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82404,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:55:46+00:00,,2024-04-07 23:15:31.605546+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096627,12.9769667,77.5757309,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82406,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 02:38:46+00:00,,2024-04-08 02:46:55.760042+00,FKDEV00599,FKUSR00299,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID096629,12.9306386,77.5795522,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82407,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 00:50:46+00:00,,2024-04-08 01:10:39.713148+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096630,12.9796903,77.5749954,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82408,CAR,,"[""NO PARKING""]",[113],2024-04-08 02:20:46+00:00,,2024-04-08 02:58:32.562303+00,FKDEV00241,FKUSR00240,3.0,Upparpet,False,BTP057 - Anand Rao Junction,,,,,,
FKID096634,12.9306133,77.5795518,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82412,SCOOTER,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-04-08 00:51:46+00:00,,2024-04-08 01:10:42.36681+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096635,12.9796761,77.574992,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82413,CAR,,"[""NO PARKING""]",[113],2024-04-08 02:20:46+00:00,,2024-04-08 02:58:33.083543+00,FKDEV00241,FKUSR00240,3.0,Upparpet,False,BTP057 - Anand Rao Junction,,,,,,
FKID096637,12.9305632,77.5795473,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82415,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 00:51:46+00:00,,2024-04-08 01:10:43.303651+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096638,12.9796289,77.574983,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82416,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 02:20:46+00:00,,2024-04-08 02:58:33.902521+00,FKDEV00241,FKUSR00240,3.0,Upparpet,False,BTP057 - Anand Rao Junction,,,,,,
FKID096651,13.0084778,77.6957184,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82425,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:55:46+00:00,,2024-04-07 23:16:07.837469+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096652,12.964103,77.5566534,"JJR Main Road, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",FKN00GL82426,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:15:46+00:00,,2024-04-07 23:16:17.616705+00,FKDEV00198,FKUSR00198,29.0,Magadi Road,False,BTP091 - Sirsi Circle,,,,,,
FKID096653,12.9305708,77.5795493,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82427,SCOOTER,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-04-08 00:51:46+00:00,,2024-04-08 01:10:45.102233+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096657,12.9172315,77.596809,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",FKN00GL82431,CAR,,"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[113,112,107]",2024-04-07 20:56:46+00:00,,2024-04-07 21:05:04.87195+00,FKDEV01437,FKUSR01366,25.0,Jayanagara,False,"BTP202 - East End Main Road, Jayanagar",,,,,,
FKID096659,12.9305723,77.5795425,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82433,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 00:51:46+00:00,,2024-04-08 01:10:46.768025+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096662,12.9305474,77.5795507,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82435,SCOOTER,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-04-08 00:51:46+00:00,,2024-04-08 01:10:48.396102+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096663,12.9303918,77.57957,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82436,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 00:51:46+00:00,,2024-04-08 01:10:49.616734+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096664,13.0085079,77.6957167,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL82437,MOTOR CYCLE,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 22:55:46+00:00,,2024-04-07 23:16:34.031825+00,FKDEV00174,FKUSR00946,15.0,K.R. Pura,False,No Junction,,,,,,
FKID096665,12.9303911,77.5795673,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82438,MOTOR CYCLE,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-04-08 00:51:46+00:00,,2024-04-08 01:10:50.671563+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096666,12.9795465,77.5750027,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82439,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 02:20:46+00:00,,2024-04-08 02:58:35.005579+00,FKDEV00241,FKUSR00240,3.0,Upparpet,False,BTP057 - Anand Rao Junction,,,,,,
FKID096669,12.9769533,77.5794614,"2nd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82442,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:56:46+00:00,,2024-04-08 00:07:57.111573+00,FKDEV00319,FKUSR00318,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID096670,12.9303911,77.5795673,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82443,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 00:52:46+00:00,,2024-04-08 01:10:51.828108+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
FKID096686,12.9769533,77.5794614,"2nd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL82457,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 00:05:46+00:00,,2024-04-08 00:07:58.188702+00,FKDEV00319,FKUSR00318,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID096687,12.9303592,77.5795987,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL82458,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 00:52:46+00:00,,2024-04-08 01:10:53.310632+00,FKDEV02360,FKUSR02148,25.0,Jayanagara,False,"BTP188 - 27th Cross, 4th Main, Jayanagar",,,,,,
